run_id,timestamp_iso,t_elapsed_s,pass_index,pass_type,driven_amp,commanded_kv,commanded_gen_v,ain,amp_label,kind,mean_v,std_v,min_v,max_v,n_samples,n_windows,converted_value,converted_unit,stream_profile
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN8,Y+,current,-0.0031127352412522306,0.042310841348712165,-0.07162419706583023,0.059201207011938095,12500,10,-0.031127352412522305,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN7,Y-,voltage,-0.010001276709303493,0.0032548603618139603,-0.017406128346920013,0.0008768359548412263,12500,10,-0.010001276709303493,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN6,Y-,current,-0.0038951063427503686,0.05084545603871225,-0.08328738808631897,0.07433401793241501,12500,10,-0.038951063427503686,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN13,X+,voltage,-3.999941403903961,0.002677580249552803,-4.006847381591797,-3.9917168617248535,12500,10,-3.999941403903961,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN12,X+,current,-0.026072129582923372,0.0462515582440316,-0.09621146321296692,0.04564473032951355,12500,10,-0.2607212958292337,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN11,X-,voltage,-0.014790043799374252,0.002887321547926905,-0.022449670359492302,-0.001645061420276761,12500,10,-0.014790043799374252,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN10,X-,current,-0.005334143215720542,0.0430966233415293,-0.07288508862257004,0.05762487277388573,12500,10,-0.053341432157205416,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN9,Y+,voltage,-0.009874633372493554,0.003310991353928445,-0.021819228306412697,-0.0003841760044451803,12500,10,-0.009874633372493554,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN8,Y+,current,-0.003079800675015431,0.04228909498162097,-0.07162419706583023,0.05951647460460663,12500,10,-0.03079800675015431,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN7,Y-,voltage,-0.009961735351113603,0.003252514540546774,-0.018036572262644768,0.0008768359548412263,12500,10,-0.009961735351113603,kV,WAVEFORM
